Date,"Close Price"
"2018-08-31 02:00:00",6947.56
"2018-08-31 03:00:00",6967.33
"2018-08-31 04:00:00",7013.42
"2018-08-31 05:00:00",6995.01
"2018-08-31 06:00:00",6989.44
"2018-08-31 07:00:00",6956.15
"2018-08-31 08:00:00",6952.73
"2018-08-31 09:00:00",6951.86
"2018-08-31 10:00:00",6945.32
"2018-08-31 11:00:00",6965.14
"2018-08-31 12:00:00",6903.85
"2018-08-31 13:00:00",6931.72
"2018-08-31 14:00:00",6912.37
"2018-08-31 15:00:00",6945.32
"2018-08-31 16:00:00",6987.15
"2018-08-31 17:00:00",7044.9
"2018-08-31 18:00:00",7046.88
"2018-08-31 19:00:00",7041.41
"2018-08-31 20:00:00",7043.7
"2018-08-31 21:00:00",7027.45
"2018-08-31 22:00:00",7020.04
"2018-08-31 23:00:00",7015.81
"2018-09-01 01:00:00",7043.51
"2018-09-01 02:00:00",7031.69
"2018-09-01 03:00:00",7041.67
"2018-09-01 04:00:00",7061.29
"2018-09-01 05:00:00",7050.54
"2018-09-01 06:00:00",7043.29
"2018-09-01 07:00:00",7046.32
"2018-09-01 07:08:00",7049.45

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
